MMSI,SOG,Longitude,Latitude,COG
143,11.4,-14.5732717,8.46726667,295.8
1,0,-14.6128667,8.36803,1.4
1,0,-14.6128667,8.36803,1.4
435,16.4,-13.939005,8.297255,281.2
496,8.6,-14.1548317,8.35277,292.6
435,16.4,-13.953585,8.29962167,286.3
435,16.5,-13.9574117,8.30037,286.1
496,8.7,-14.1593183,8.35392,291.3
727,16.7,-14.71978,8.50721333,292
435,16.5,-13.9627833,8.30140667,286
496,8.7,-14.160395,8.35419167,291.1
435,16.5,-13.9641033,8.301665,286.5
435,16.5,-13.965535,8.30194833,286.6
727,16.3,-14.7244983,8.50836167,287
496,8.6,-14.162665,8.35484167,293.6
1,0,-14.6128567,8.36802167,348.3
727,16.3,-14.7289333,8.50901,281
594,12.7,-13.9475633,8.233245,117.8
1,0,-14.6128467,8.36801333,359.5
727,16.4,-14.73175,8.5093,277
496,8.8,-14.1659533,8.3559,297.1
1,0,-14.6128633,8.36801833,9.3
1,0,-14.612865,8.36803167,352
727,16.6,-14.7371317,8.50968833,277
496,8.8,-14.1681383,8.35661833,295.4
594,12.7,-13.94118,8.23114167,115.4
1,0,-14.6128333,8.36802167,340.8
435,16.4,-13.9823883,8.30550667,290.2
1,0,-14.61282,8.36802167,346
727,16.7,-14.744065,8.50999167,271
594,12.6,-13.93753,8.229895,113
1,0,-14.61285,8.36800167,343.8
440,19.1,-14.9536717,8.475775,86
496,9.8,-14.52502,8.46171667,290.7
1,0,-14.6128567,8.36801167,358.2
440,18.9,-14.952095,8.47584,86.3
440,19,-14.95051,8.47589667,87
1,0,-14.6128383,8.36798667,3.9
440,19,-14.94892,8.47594833,86.8
777,12.9,-14.0075667,8.31275,291
496,9.4,-14.68863,8.50270333,284.2
496,9.5,-14.689775,8.50290167,284.3
1,0,-14.612855,8.367975,273.9
1,0,-14.6128517,8.36797167,275.2
440,18.8,-14.6015767,8.43686667,112.7
777,12.9,-14.0141667,8.31448333,291
435,17.5,-14.9748433,8.50628833,269.4
1,0,-14.6128583,8.36797,261.6
435,17.4,-14.9755667,8.50628667,269.4
777,12.9,-14.0175167,8.31535,291
1,0,-14.61284,8.36797167,252.3
440,19,-14.5943217,8.43482,112.1
777,12.9,-14.0191667,8.3158,291
496,9.6,-14.695785,8.50411167,286
435,17.5,-14.9814,8.50623,268.6
1,0,-14.6128367,8.36796667,288
777,12.9,-14.0207667,8.31625,292
435,17.5,-14.9821283,8.50621333,268.3
777,12.9,-14.0216,8.31648333,292
496,9.5,-14.69774,8.50445,285.2
440,19,-14.587735,8.43296667,112.6
1,0,-14.6128367,8.36796,280
777,12.9,-14.0225833,8.31676667,293
1,0,-14.612835,8.36796833,277.2
777,12.9,-14.0232333,8.31696667,293
496,9.8,-14.6990817,8.50466,283.1
440,19,-14.587735,8.43296667,112.6
777,12.9,-14.0238833,8.31715,293
1,0,-14.612845,8.36795833,269.2
440,19.1,-14.5861483,8.43251333,113.1
496,9.8,-14.70046,8.50487167,282.2
435,17.4,-14.988705,8.50615667,268.7
1,0,-14.612845,8.36795833,269.2
777,12.9,-14.0255,8.31763333,293
777,12.9,-14.0265,8.31793333,293
496,9.9,-14.7018283,8.50508,282.4
1,0,-14.6128633,8.36796833,255.5
440,18.9,-14.58191,8.43131833,112.7
1,0,-14.612865,8.36796333,260.4
777,12.9,-14.0280667,8.31838333,293
777,12.9,-14.02905,8.31868333,293
777,12.9,-14.0307167,8.31915,293
440,18.9,-14.57888,8.43045833,112.8
496,9.4,-14.7044433,8.50540667,281.4
440,18.9,-14.578155,8.43025667,112.8
435,17.5,-14.9960167,8.50610167,270
777,12.9,-14.0307167,8.31915,293
440,18.9,-14.57609,8.42967667,113.1
440,18.8,-14.5753667,8.429475,112.7
1,0,-14.612855,8.367995,264.3
496,9.4,-14.7070183,8.50572333,279.8
440,18.9,-14.5731883,8.428855,113.1
272,0,-14.61245,8.36709667,215.2
777,12.9,-14.03405,8.32003333,291
440,18.8,-14.5717433,8.42844833,112.9
777,12.9,-14.0357167,8.32046667,291
777,12.9,-14.0363167,8.32061667,290
440,19,-14.5673633,8.42721667,112.5
496,9.4,-14.7108167,8.50618667,281.9
440,19,-14.565895,8.42681167,112.8
777,12.9,-14.03885,8.32123333,290
777,12.9,-14.0405333,8.32165,290
1,0,-14.6128667,8.368,252.9
496,9.4,-14.7145933,8.50677333,282.6
777,12.9,-14.0422,8.32206667,290
440,18.9,-14.5395567,8.42325333,388.1
777,12.9,-14.0441333,8.32256667,290
1,0,-14.612885,8.36799167,258.6
440,19,-14.5571117,8.42435167,112.8
440,19,-14.558575,8.42476,113.1
777,12.9,-14.0441333,8.32256667,290
496,9.1,-14.7158867,8.50696667,280.5
777,12.9,-14.0458167,8.323,291
777,12.9,-14.0474833,8.32345,291
777,12.9,-14.0508167,8.32435,291
496,9.1,-14.7208983,8.50762333,280.5
1,0,-14.61285,8.36800833,264.1
777,12.9,-14.0524167,8.32478333,291
393,9,-14.9804783,8.47164,77.7
777,12.2,-14.21145,8.36905,293
440,19.8,-14.3013867,8.343485,116
777,12.2,-14.2161833,8.37035,292
777,12.2,-14.2171333,8.3706,292
496,9.1,-14.852405,8.51728,271.3
440,19.9,-14.2976533,8.34228,116.1
1,0,-14.6128717,8.36800833,352.6
440,19.9,-14.2969067,8.34203833,115.9
440,19.9,-14.2939067,8.34108167,115.4
496,8.9,-14.8548283,8.51730167,271.8
1,0,-14.6128417,8.36797833,342.1
496,8.4,-14.856045,8.51731167,271.4
440,19.9,-14.2894117,8.33964833,115.8
440,19.9,-14.2886617,8.33941,115.6
496,8.9,-14.8572883,8.517335,270.3
1,0,-14.6128383,8.36798833,356.1
777,12.2,-14.2244833,8.37258333,292
440,19.9,-14.2864117,8.33868833,115.8
496,8.6,-14.8584333,8.517375,273.1
440,19.9,-14.2849167,8.33820667,115.7
1,0,-14.6128283,8.36798167,338
777,12.2,-14.22575,8.37293333,292
496,8.6,-14.8590883,8.517375,272.1
471,0,-14.613155,8.36854167,323.5
496,8.8,-14.85971,8.5174,272.4
393,13.8,-14.824525,8.47523,92.2
777,12.2,-14.22755,8.37345,292
440,19.9,-14.2819083,8.33724667,115.6
777,12.2,-14.2281833,8.37363333,292
440,19.9,-14.28041,8.33676833,115.5
1,0,-14.6128783,8.36799167,12.8
777,12.3,-14.2297667,8.37406667,292
496,9,-14.862135,8.51744333,271.7
440,19.9,-14.277405,8.33581167,115.5
1,0,-14.61281,8.367995,342.4
777,12.2,-14.2304,8.37423333,292
496,8.7,-14.86281,8.51746167,271.3
777,12.3,-14.2313333,8.3745,292
496,8.6,-14.863415,8.51747333,272
777,12.2,-14.2322833,8.37476667,292
496,8.7,-14.864045,8.51749167,273.1
777,12.2,-14.2329167,8.37495,293
440,19.9,-14.272905,8.33437167,115.4
393,13.9,-14.8167517,8.47511,91.6
1,0,-14.61284,8.36797167,328.2
777,12.2,-14.2337667,8.3752,293
496,9.4,-14.865925,8.51757667,272.4
440,19.9,-14.269905,8.33341667,115.3
1,0,-14.6128717,8.36802833,344.8
1,0,-14.6128733,8.36802,11.2
777,12.2,-14.2361167,8.37586667,293
496,9.4,-14.86726,8.51762333,274.4
496,9.4,-14.8679067,8.51765333,274
440,19.9,-14.266145,8.33222667,115.6
777,12.2,-14.2376833,8.37633333,293
496,9.4,-14.8685633,8.51766667,273.5
440,19.9,-14.265395,8.33199167,115.3
393,13.9,-14.8109567,8.475,91.1
1,0,-14.6128483,8.36798667,347.1
272,0,-14.6124217,8.367085,6.1
496,9.6,-14.8691717,8.51766,272
777,12.2,-14.2386167,8.3766,293
440,19.9,-14.26389,8.33151833,115.2
496,9.2,-14.8698017,8.51769333,272.3
1,0,-14.6128533,8.36799667,16.7
777,12.2,-14.2398667,8.37696667,293
496,9.2,-14.8704933,8.51773167,272.3
1,0,-14.6128483,8.368005,359.3
496,9,-14.8709983,8.51775333,275.1
777,12.2,-14.2408,8.37725,293
1,0,-14.6128317,8.36799833,338.7
777,12.2,-14.24135,8.3774,293
440,19.9,-14.2593767,8.33009,115.5
440,19.9,-14.2586283,8.32985,115.7
1,0,-14.61283,8.36799833,350.9
393,14,-14.8061,8.47487333,91.1
393,14,-14.805905,8.474865,91.5
496,9.5,-14.8723833,8.51778667,270.4
393,13.9,-14.8052317,8.47485667,91.1
777,12.2,-14.2432167,8.37793333,293
1,0,-14.6128067,8.36802667,353.2
777,12.2,-14.24385,8.37811667,293
777,12.2,-14.2447833,8.3784,293
496,9.2,-14.8744483,8.51781667,272
393,14.1,-14.8024183,8.474815,91
393,14.1,-14.8023217,8.47481833,91.2
496,8.8,-14.8749383,8.51781667,270.9
393,13.9,-14.8018417,8.47481,91.3
393,13.9,-14.8013517,8.47479833,90.8
1,0,-14.6128617,8.36801667,344
440,20,-14.25187,8.32768667,115.5
393,14.1,-14.800655,8.47477667,91.1
440,20,-14.2511183,8.32744667,115.4
1,0,-14.6128633,8.368015,359.6
393,14,-14.80008,8.47479333,90.1
496,8.6,-14.8762433,8.51786,272.7
440,20,-14.2496183,8.32696667,115.5
496,8.9,-14.876875,8.517865,272.4
393,14,-14.7988917,8.47477,90.4
777,12.2,-14.2479,8.37933333,293
393,14,-14.7982983,8.47478667,89.1
1,0,-14.6128667,8.36801667,1.1
440,20,-14.248115,8.32648833,115.4
496,9.2,-14.8775433,8.51784,270.7
393,13.9,-14.7978167,8.47478667,90.4
496,9.4,-14.8782433,8.51786667,272.5
393,14,-14.7965333,8.47481,89.1
1,0,-14.612885,8.36800333,353.7
496,9.5,-14.8787717,8.51788833,271.3
496,9.1,-14.8795733,8.517895,271.6
496,9.7,-14.8801883,8.517905,271.4
777,12.2,-14.25175,8.3804,293
393,14,-14.7930367,8.47484333,88.7
440,20,-14.241345,8.32433,115.7
496,9.9,-14.8815967,8.51790167,271.1
777,12.2,-14.2533,8.38083333,293
393,13.8,-14.791975,8.47486167,88.8
777,12.2,-14.2539333,8.38101667,293
496,9.6,-14.8822583,8.51792,272.9
440,19.9,-14.2390967,8.32361167,115.5
393,14.1,-14.7906967,8.47487333,89.1
496,9.2,-14.8827583,8.51793167,271.5
101,12.8,-13.8018,8.28046667,278
440,19.9,-14.2368567,8.32288833,115.9
496,9,-14.8834867,8.51796833,271.3
101,12.8,-13.8025,8.28055,278
393,14.1,-14.7889667,8.474915,88.9
393,14,-14.7883867,8.474915,88.2
496,8.4,-14.8840217,8.51798333,273.7
777,12.2,-14.2564333,8.38173333,293
101,12.8,-13.8035667,8.28065,278
777,12.2,-14.2573,8.38198333,292
496,8.2,-14.8851917,8.51802,272.9
393,13.7,-14.7861567,8.47496167,88.5
777,12.2,-14.2588667,8.38241667,292
393,14.1,-14.7848817,8.47499167,88.7
496,8.6,-14.886305,8.51803333,271.5
440,19.9,-14.2293883,8.32049,115.9
393,13.8,-14.78258,8.47504833,88.2
440,19.9,-14.2278983,8.32000833,115.8
101,12.8,-13.8088,8.2812,278
496,9.2,-14.8888833,8.51811667,272
393,13.8,-14.780265,8.47508833,87.9
101,12.8,-13.8103833,8.28136667,278
496,8.8,-14.8900017,8.51814833,272.5
101,12.8,-13.81215,8.28153333,278
393,13.8,-14.7780467,8.47514333,87.7
777,12.2,-14.2650833,8.38413333,292
777,12.3,-14.2658833,8.38435,292
1,0,-14.6128267,8.36799,354.2
777,12.3,-14.2665167,8.38451667,292
496,9.2,-14.89266,8.51826667,272.1
101,12.8,-13.8159333,8.28186667,278
777,12.3,-14.2680833,8.38496667,292
393,13.8,-14.7733183,8.475275,87.8
1,0,-14.6128567,8.36798833,12.6
101,12.8,-13.8194833,8.2822,278
777,12.2,-14.27155,8.38595,292
496,9,-14.8964833,8.51839833,273
777,12.2,-14.2730333,8.38636667,292
393,13.8,-14.7675267,8.47542667,87.7
496,8.4,-14.8975217,8.51841167,276
101,12.8,-13.8230833,8.28258333,277
440,19.8,-14.2069117,8.31347333,114.1
777,12.2,-14.2746167,8.3868,293
393,13.9,-14.7652183,8.475475,88
496,8.9,-14.89942,8.51846667,270.3
101,12.8,-13.8252667,8.28276667,278
393,13.9,-14.76348,8.475575,86.7
440,19.8,-14.2031517,8.31236,113.8
496,8.2,-14.9000167,8.51849167,270.9
101,12.8,-13.8266667,8.2829,278
496,7.8,-14.9011617,8.51853667,271.5
393,14,-14.5842283,8.43225167,114.7
777,12,-14.4547333,8.43683333,291
393,14.5,-14.54171,8.41952333,114.6
777,11.9,-14.48125,8.44386667,291
1,0,-14.612855,8.367985,353
44,14.6,-14.06994,8.32897833,292.4
393,14.8,-14.5197283,8.41243,117.2
440,20.3,-13.85789,8.22816167,91.3
440,20.2,-13.85367,8.22810333,91.1
44,14.8,-14.07788,8.33110667,292.4
440,20.3,-13.8460617,8.22800833,90.9
44,14.6,-14.08288,8.33244,290.9
44,14.6,-14.0835433,8.33260833,290.9
44,14.6,-14.08468,8.33289833,291
440,20.3,-13.8367583,8.22786667,91.5
440,20.3,-13.835915,8.22785167,91.4
1,0,-14.6128383,8.368015,355.5
440,20.4,-13.8342167,8.22782667,91.3
44,14.6,-14.0868567,8.33346833,291.7
393,14.7,-14.5032633,8.40698667,116.6
44,14.6,-14.0875183,8.33364333,291.7
393,14.6,-14.5027167,8.406805,116.6
101,12.2,-14.0637667,8.32338333,294
44,14.6,-14.0885567,8.33392,291.6
44,14.5,-14.0892183,8.334095,291.5
777,11.8,-14.5040833,8.4499,291
777,11.8,-14.505,8.45013333,291
393,14.7,-14.4994167,8.40570833,116.5
44,14.6,-14.0931933,8.33513333,291.3
393,14.6,-14.4967683,8.40485833,116.4
101,12.2,-14.0692667,8.32498333,293
777,11.7,-14.5089167,8.45113333,291
440,20.4,-13.8189833,8.22758,91.2
101,12.2,-14.0705167,8.32535,294
1,0,-14.6128183,8.367965,357.7
393,14.7,-14.491265,8.40305833,116.5
777,11.7,-14.5119667,8.45191667,291
393,14.6,-14.4907133,8.40286,116.5
1,0,-14.612815,8.36794833,355.1
393,14.7,-14.4900633,8.40263333,116.5
101,12.2,-14.0739167,8.32638333,294
1,0,-14.6128233,8.36797,354.8
777,11.7,-14.5150167,8.45273333,291
393,14.7,-14.4874017,8.40173333,116.7
393,14.6,-14.4868533,8.40155333,116.4
393,14.6,-14.4867617,8.40152667,116.4
101,12.2,-14.0769,8.32733333,295
1,0,-14.6128367,8.367995,1
777,11.7,-14.51645,8.45311667,292
777,11.7,-14.5172167,8.45331667,291
393,14.6,-14.4846467,8.40084833,116.1
440,20.4,-13.8037033,8.22727833,91.4
272,0,-14.612475,8.36707167,348
777,11.7,-14.5211667,8.45435,291
393,14.7,-14.4796,8.39919333,116
393,14.8,-14.4773967,8.39846667,116.2
393,14.7,-14.474725,8.39758667,116.3
777,11.7,-14.52565,8.4555,291
44,14.7,-14.1180933,8.34165,291.1
44,14.7,-14.11876,8.34182333,291.1
44,14.6,-14.1193333,8.34197167,291.4
393,14.6,-14.470215,8.39608833,116.5
101,12.1,-14.0888333,8.3312,295
777,11.7,-14.5283833,8.45621667,291
44,14.6,-14.1233083,8.343015,291.3
1,0,-14.6128067,8.36801333,340.1
44,14.4,-14.128935,8.34449333,292.2
393,14.7,-14.462075,8.393385,116.3
101,12.2,-14.0981833,8.33443333,297
44,14.6,-14.1311817,8.34510667,292.1
777,11.1,-14.6802833,8.49951667,293
777,11.1,-14.6811333,8.49975,292
1,0,-14.612825,8.36801,204.2
777,11.1,-14.6824,8.50011667,292
101,11.9,-14.25385,8.37841667,290
777,11.1,-14.6832667,8.50036667,293
44,14.3,-14.3205183,8.396675,294.1
44,14.6,-14.3217133,8.39702667,293.5
777,11.1,-14.6846833,8.50078333,293
393,15,-14.266885,8.33233333,113.4
777,11.1,-14.6855333,8.50105,294
393,15,-14.2663033,8.33217667,113.4
393,15.1,-14.2658183,8.33204,113.4
1,0,-14.6128533,8.36795,201
777,11.1,-14.6861,8.50121667,293
1,0,-14.6128483,8.36797,199.8
44,14.3,-14.3244733,8.39781167,293.1
777,11.1,-14.68695,8.50146667,294
101,11.9,-14.2584,8.37958333,291
777,11.1,-14.68745,8.50163333,294
44,14.4,-14.3260317,8.39826667,293.5
393,15,-14.2629467,8.33120833,113.6
777,11.1,-14.6880167,8.5018,294
101,11.9,-14.2608667,8.38025,291
393,15,-14.2611317,8.33066667,113.8
44,14.3,-14.3283233,8.39893833,293.4
393,15,-14.2605583,8.33050333,114.1
393,15.1,-14.260075,8.33035,114.2
777,11.1,-14.6902667,8.5025,295
44,14.3,-14.32942,8.39925167,293
44,14.1,-14.3299733,8.39940667,293
393,15.1,-14.2589233,8.32998667,114.3
777,11.1,-14.6916667,8.50295,295
44,14.1,-14.3315333,8.39984667,293.4
393,15.1,-14.2572033,8.32947333,114.3
1,0,-14.6128617,8.36795333,197.9
393,15.1,-14.2553933,8.32893833,114.2
101,11.8,-14.2661333,8.38166667,291
393,15.1,-14.2548217,8.32877333,114.1
1,0,-14.6128633,8.36800333,197.8
44,14.3,-14.3370317,8.40140333,292.6
1,0,-14.6128233,8.368,195.7
393,15,-14.2508217,8.32762,113.9
1,0,-14.61283,8.367985,198.7
777,11.2,-14.6974,8.50471667,294
393,15,-14.250345,8.32748167,113.6
393,15,-14.249675,8.32728833,113.7
777,11.2,-14.6979667,8.5049,294
101,11.9,-14.2707833,8.38283333,291
393,15.1,-14.2486117,8.326975,113.6
1,0,-14.6128317,8.36800333,195
1,0,-14.612835,8.36802167,195.6
393,15,-14.2457633,8.32610833,113.9
101,11.8,-14.27535,8.38401667,290
393,15.1,-14.243395,8.32539333,114.2
44,14.2,-14.3459367,8.40382667,292
44,14.2,-14.3469517,8.40409833,291.9
1,0,-14.612835,8.36799667,35.3
44,14.1,-14.3481467,8.40441667,291.7
1,0,-14.6128383,8.36797,27.2
44,14.3,-14.3514617,8.40528833,291.1
393,15,-14.236455,8.32348,112.1
44,14.4,-14.3520133,8.40543,291.6
44,14,-14.3524733,8.40555,290.9
1,0,-14.6128517,8.36798667,28.9
101,11.9,-14.2822,8.38575,291
44,14.3,-14.3536733,8.40586167,291.5
1,0,-14.612875,8.36800333,24.9
101,11.9,-14.2831333,8.38598333,291
393,15,-14.23241,8.32236333,112.5
393,15,-14.230675,8.32190167,113.5
777,10.6,-14.7133833,8.50791667,279
393,15,-14.2289633,8.32138667,113.9
1,0,-14.6128317,8.367975,26.7
777,10.6,-14.7148667,8.50806667,278
44,14.1,-14.3614033,8.40784833,292.2
44,14.1,-14.3630533,8.40828833,291.7
44,14.1,-14.3641533,8.40857333,291.1
777,10.5,-14.7177167,8.50825,276
1,0,-14.61281,8.36797833,30.4
393,15.1,-14.2226283,8.319545,112.9
777,10.5,-14.7191833,8.50835,275
101,11.9,-14.29455,8.38896667,291
393,15.1,-14.2191733,8.31856333,113.5
44,14.1,-14.3690967,8.40987833,292.4
44,14.1,-14.3696417,8.41003,291.7
101,11.9,-14.2961,8.38938333,291
1,0,-14.6128267,8.36801833,28.6
393,15.2,-14.216865,8.31789,113.7
777,10.5,-14.7235167,8.5085,272
777,11.3,-14.8544667,8.51185,270
101,11.4,-14.4370167,8.42798333,292
393,15.9,-14.035415,8.26114333,117.3
777,11.1,-14.8731667,8.51136667,266
101,11.2,-14.45615,8.43316667,292
777,11,-14.8907833,8.5108,266
1,0,-14.61281,8.368015,10.4
44,13.5,-14.610375,8.47708667,293.2
777,10.9,-14.9298,8.50953333,267
44,13.3,-14.611415,8.477375,292.1
1,0,-14.6128367,8.36798333,2
272,0,-14.6124683,8.36711,4.6
1,0,-14.612845,8.36797333,351.6
777,10.9,-14.9391,8.5095,270
44,13.7,-14.6339317,8.48349,293
101,11.1,-14.51755,8.44993333,292
101,11.1,-14.5201333,8.45066667,293
335,12.9,-14.628055,8.48197,291
335,12.9,-14.6298617,8.48244,291
335,13,-14.633695,8.483425,290
668,16.6,-14.1594,8.35256667,292
335,13,-14.638585,8.48461333,290
335,13,-14.6416317,8.48536,290
668,17.4,-14.73555,8.50866667,293
1,0,-14.6128367,8.36801667,25.3
1,0,-14.6128167,8.36798667,31.1
1,0,-14.61285,8.367995,27.1
1,0,-14.6128267,8.36802,21.6
668,17.5,-14.7975,8.51658333,270
668,17.7,-14.8048833,8.51676667,272
1,0,-14.612835,8.36801,16.5
668,17.7,-14.81485,8.51715,272
1,0,-14.612825,8.36797833,17.1
668,17.4,-14.8197333,8.51723333,271
668,17.5,-14.8226667,8.5172,269
668,17.5,-14.8299,8.51703333,268
1,0,-14.6128317,8.36801,24.2
668,17.6,-14.8328667,8.51698333,268
1,0,-14.612825,8.36799833,9.7
668,17.3,-14.8371833,8.51701667,270
272,0,-14.6124067,8.36710667,8.3
668,17.2,-14.8399167,8.51708333,271
1,0,-14.61283,8.36799833,3.1
949,18.7,-14.0517667,8.32245,293
471,0,-14.6131733,8.36854167,26.3
1,0,-14.61282,8.36798833,30.6
1,0,-14.6128533,8.36799,29.9
949,18.7,-14.0758,8.32956667,293
1,0,-14.61288,8.36797167,26.6
439,10.9,-14.8727533,8.47766833,88.1
949,18.7,-14.08575,8.33255,294
1,0,-14.61285,8.36798,23
949,18.7,-14.1131167,8.34013333,293
949,18.7,-14.1131167,8.34013333,293
949,18.7,-14.11755,8.34138333,292
949,18.7,-14.11755,8.34138333,292
949,18.7,-14.1204333,8.34218333,292
949,18.7,-14.1204333,8.34218333,292
1,0,-14.6128383,8.36796667,26
1,0,-14.6128383,8.36796667,26
949,18.7,-14.1218833,8.3426,292
949,18.7,-14.1218833,8.3426,292
439,10.8,-14.8466817,8.47802167,90.3
439,10.8,-14.8466817,8.47802167,90.3
949,18.7,-14.1260833,8.34376667,293
949,18.7,-14.1260833,8.34376667,293
949,18.8,-14.1377167,8.34708333,293
949,18.8,-14.1377167,8.34708333,293
1,0,-14.61285,8.36798333,33.5
949,18.7,-14.1563833,8.3525,293
949,18.7,-14.1575667,8.35283333,293
1,0,-14.61284,8.36799167,22.5
949,18.7,-14.16355,8.35455,293
439,10.8,-14.82084,8.47791,89.5
1,0,-14.6128417,8.36799,21.5
949,18.7,-14.1642667,8.35476667,293
949,18.7,-14.16475,8.3549,293
949,18.7,-14.1658167,8.35521667,293
1,0,-14.6128467,8.36798833,30.4
949,18.7,-14.1677333,8.35576667,293
1,0,-14.6128567,8.36796833,16.8
949,18.8,-14.1691667,8.35618333,293
949,18.8,-14.1707333,8.35663333,293
1,0,-14.612905,8.36796667,29
949,18.8,-14.17145,8.35685,293
949,18.8,-14.1728833,8.35725,293
439,10.7,-14.8132317,8.47794167,90.5
1,0,-14.6128733,8.36796833,19.1
439,10.7,-14.8125667,8.477945,89.4
949,18.8,-14.1779167,8.3587,293
439,10.6,-14.8118083,8.47797333,88.5
439,10.7,-14.81107,8.47798333,89
949,18.7,-14.1793667,8.3591,293
949,18.7,-14.1799667,8.35926667,293
272,0,-14.612475,8.36705667,24.4
949,18.8,-14.1821167,8.35988333,292
1,0,-14.6128633,8.367985,15.8
949,18.8,-14.1857333,8.3609,293
439,10.5,-14.8067033,8.47803333,89.1
949,18.8,-14.1873,8.36135,293
439,10.3,-14.8058967,8.47804333,89.1
949,18.8,-14.1923333,8.36278333,293
439,10.4,-14.8023183,8.478085,90.8
439,10.4,-14.8015133,8.47808833,91.5
949,18.8,-14.19945,8.36481667,292
439,10.2,-14.7985333,8.478075,89
1,0,-14.6128183,8.368005,15.7
949,18.8,-14.2052333,8.36643333,292
1,0,-14.61285,8.36797167,27
439,10.3,-14.7928383,8.47811,90.2
949,18.9,-14.2097,8.3677,293
949,18.9,-14.21175,8.36828333,293
949,18.9,-14.2124833,8.3685,293
1,0,-14.6128667,8.36796333,13.5
1,0,-14.6128683,8.367955,9.1
949,18.9,-14.21685,8.36971667,293
949,18.9,-14.21965,8.37048333,292
949,19,-14.72305,8.51086667,285
949,18.6,-14.73935,8.51175,268
1,0,-14.6128617,8.368025,17.3
949,18.7,-14.75015,8.51146667,268
1,0,-14.61289,8.36803667,353.1
949,18.8,-14.77045,8.51191667,271
1,0,-14.6128333,8.36801333,357.2
1,0,-14.61286,8.36802333,24.4
155,12.6,-14.1870417,8.36240667,294.2
928,12.8,-14.637865,8.44494167,116.4
949,18.9,-14.7864167,8.51206667,270
439,10.6,-14.4791983,8.39860667,113.8
439,10.9,-14.4764317,8.397795,113.8
439,11,-14.4749817,8.39737833,113.7
1,0,-14.61286,8.36801667,318.7
155,12.5,-14.195065,8.36477167,294
949,19,-14.8000667,8.51221667,271
439,10.7,-14.4722733,8.39657167,113.9
1,0,-14.612875,8.36802167,13
1,0,-14.6128617,8.36801167,357
155,12.5,-14.19988,8.36608667,293.7
949,19.1,-14.8071167,8.51223333,269
1,0,-14.61286,8.368025,7.6
439,10.9,-14.468115,8.39537667,113.3
1,0,-14.6128583,8.36802,10
1,0,-14.61285,8.36802167,24.2
155,12.5,-14.2044633,8.36763167,293.4
1,0,-14.61287,8.36802,312.6
1,0,-14.6128583,8.36801167,11
1,0,-14.6128583,8.36801167,11
1,0,-14.61286,8.36803833,4.9
928,12.7,-14.6171067,8.43834667,114.9
155,12.4,-14.207665,8.36858333,293.9
928,12.7,-14.6162783,8.43809667,114.3
949,19.1,-14.8200167,8.51221667,269
1,0,-14.6128467,8.368,0.6
155,12.5,-14.209285,8.36903667,294.2
439,10.9,-14.4611533,8.39338,113.3
1,0,-14.6128517,8.36800667,359.4
439,11,-14.4597567,8.39297333,113.5
1,0,-14.6128583,8.36801167,11
928,12.8,-14.6113633,8.43662833,114.4
155,12.5,-14.214005,8.3704,293.6
949,19.1,-14.83905,8.51216667,269
949,19.1,-14.83905,8.51216667,269
949,19.1,-14.83105,8.5122,270
928,12.8,-14.607925,8.43561333,113.7
949,19.1,-14.84225,8.51215,269
949,19.1,-14.84225,8.51215,269
1,0,-14.6128617,8.36798667,28.4
1,0,-14.6128617,8.36798667,28.4
949,19.1,-14.83425,8.5122,269
1,0,-14.6128783,8.36800833,359.3
928,12.8,-14.6013183,8.43365833,114.6
928,12.8,-14.6013183,8.43365833,114.6
928,12.8,-14.6062467,8.43512167,114.9
949,19.1,-14.83585,8.5122,269
439,11,-14.4542117,8.39138833,112.6
1,0,-14.6128333,8.368005,355
155,12.4,-14.21874,8.37179667,293.8
439,10.8,-14.452875,8.39100667,113.3
1,0,-14.6128317,8.368005,349.8
928,12.8,-14.6029867,8.43415333,113.9
155,12.5,-14.2211067,8.37251,294.3
949,19.1,-14.84225,8.51215,269
949,19.1,-14.8431833,8.51215,269
439,11,-14.4506617,8.390385,112.8
928,12.8,-14.6013183,8.43365833,114.6
1,0,-14.612865,8.36802167,354.9
928,12.8,-14.6004783,8.433415,113.5
155,12.5,-14.22826,8.37454,292.6
471,0,-14.6131717,8.36855,301.6
471,0,-14.6131717,8.36855,301.6
155,12.5,-14.22826,8.37454,292.6
439,11,-14.44862,8.38979833,113
949,19.1,-14.8477333,8.51215,269
155,12.4,-14.2251133,8.37369667,293.3
949,19.1,-14.8485333,8.51215,270
928,12.8,-14.5979683,8.43267833,113.6
949,19.1,-14.8501333,8.51216667,270
272,0,-14.6124767,8.36707167,1.8
949,19.1,-14.8513333,8.51216667,269
928,12.8,-14.5962117,8.43216167,113.5
928,12.8,-14.595375,8.43191333,113.9
155,12.5,-14.2330317,8.37587667,293.2
155,12.5,-14.2330317,8.37587667,293.2
155,12.5,-14.22826,8.37454,292.6
471,0,-14.6131717,8.36855,301.6
928,12.8,-14.5945417,8.43166833,113.9
439,10.9,-14.44451,8.38863167,113.4
928,12.8,-14.59371,8.43142333,113.7
928,12.8,-14.5928783,8.43117833,113.9
928,12.8,-14.59121,8.43069,113.5
928,12.8,-14.59038,8.43044,114
155,12.5,-14.2330317,8.37587667,293.2
928,12.7,-14.5896233,8.43022,113.5
